"Sample","Group3","LAMP2","STAG2","LAMP2_log2FC","LAMP2_foldchange","STAG2_log2FC","STAG2_foldchange","LAMP2_pval","STAG2_pval"
"GSM363254","Control",8.463,6.903,0.103311363636363,1.07423628916767,0.140159090909091,1.1020266334168,2.54e-06,2.43e-11
"GSM363255","Control",8.3325,6.786,-0.0271886363636362,0.981330743757801,0.0231590909090906,1.01618219469639,2.54e-06,2.43e-11
"GSM363256","Control",8.3855,7.018,0.0258113636363646,1.0180520779391,0.255159090909091,1.19346734349534,2.54e-06,2.43e-11
"GSM363257","Control",8.7335,6.436,0.373811363636364,1.29577152864804,-0.326840909090909,0.797280390524606,2.54e-06,2.43e-11
"GSM363258","Control",8.57,6.872,0.210311363636364,1.15693784824576,0.109159090909091,1.07859936597229,2.54e-06,2.43e-11
"GSM363259","Control",8.283,6.798,-0.0766886363636363,0.948231591172456,0.0351590909090911,1.02466981064228,2.54e-06,2.43e-11
"GSM363260","Control",8.5995,7.128,0.239811363636363,1.1808382534701,0.365159090909091,1.2880236564461,2.54e-06,2.43e-11
"GSM363261","Control",8.095,7.014,-0.264688636363635,0.832378359913141,0.251159090909091,1.19016293240169,2.54e-06,2.43e-11
"GSM363262","Control",8.5135,6.273,0.153811363636365,1.11250464801732,-0.489840909090909,0.712103619567051,2.54e-06,2.43e-11
"GSM363276","Control",8.713,7.049,0.353311363636363,1.27748943827231,0.286159090909091,1.21938955291287,2.54e-06,2.43e-11
"GSM363277","Control",8.119,5.914,-0.240688636363636,0.846341234955977,-0.848840909090909,0.555230640617482,2.54e-06,2.43e-11
"GSM363278","Control",8.098,6.557,-0.261688636363635,0.834111042935312,-0.205840909090909,0.867033168951757,2.54e-06,2.43e-11
"GSM363279","Control",8.216,6.565,-0.143688636363635,0.905201803204368,-0.197840909090909,0.871854376595852,2.54e-06,2.43e-11
"GSM363280","Control",8.6185,7.148,0.258811363636363,1.19649250830039,0.385159090909091,1.30600379664733,2.54e-06,2.43e-11
"GSM363281","Control",8.7325,6.947,0.372811363636364,1.29487367947307,0.184159090909091,1.1361545455208,2.54e-06,2.43e-11
"GSM363282","Control",8.6715,7.24,0.311811363636364,1.24126518206222,0.477159090909091,1.3919998839489,2.54e-06,2.43e-11
"GSM363283","Control",8.354,7.073,-0.00568863636363659,0.996064701405741,0.310159090909091,1.23984441427861,2.54e-06,2.43e-11
"GSM363284","Control",8.382,6.835,0.0223113636363639,1.01558526166958,0.072159090909091,1.05128883190573,2.54e-06,2.43e-11
"GSM363285","Control",8.8185,7.28,0.458811363636364,1.37440897605093,0.517159090909091,1.43113432739151,2.54e-06,2.43e-11
"GSM363286","Control",8.681,6.488,0.321311363636365,1.24946575728891,-0.274840909090909,0.826541458678292,2.54e-06,2.43e-11
"GSM363287","Control",8.6945,6.797,0.334811363636366,1.26121249103106,0.0341590909090908,1.02395980974801,2.54e-06,2.43e-11
"GSM363299","Control",8.5595,6.569,0.199811363636364,1.14854816933138,-0.193840909090909,0.874275024387544,2.54e-06,2.43e-11
"GSM363300","Control",8.55,6.525,0.190311363636365,1.14100994300614,-0.237840909090909,0.848013472819009,2.54e-06,2.43e-11
"GSM363301","Control",8.195,5.665,-0.164688636363636,0.892121036944387,-1.09784090909091,0.467215192015779,2.54e-06,2.43e-11
"GSM363302","Control",8.4065,6.204,0.0468113636363654,1.03297931395365,-0.558840909090909,0.678847344627703,2.54e-06,2.43e-11
"GSM363303","Control",8.856,6.681,0.496311363636364,1.41060236500331,-0.0818409090909089,0.944851227224192,2.54e-06,2.43e-11
"GSM363304","Control",8.548,7.252,0.188311363636364,1.13942926325303,0.489159090909091,1.40362650019287,2.54e-06,2.43e-11
"GSM363305","Control",8.4945,7.188,0.134811363636365,1.0979492445032,0.425159090909091,1.34272056099844,2.54e-06,2.43e-11
"GSM363306","Control",8.478,7.239,0.118311363636364,1.08546361225804,0.476159090909091,1.39103535747202,2.54e-06,2.43e-11
"GSM363307","Control",8.771,6.891,0.411311363636365,1.32989409605482,0.128159090909091,1.09289825007863,2.54e-06,2.43e-11
"GSM363308","Control",7.3595,6.591,-1.00018863636364,0.499934627892083,-0.171840909090909,0.887709222599906,2.54e-06,2.43e-11
"GSM363318","Control",8.378,6.202,0.0183113636363643,1.01277336134947,-0.560840909090909,0.677906914388964,2.54e-06,2.43e-11
"GSM363319","Control",8.51,6.566,0.150311363636364,1.10980896611153,-0.196840909090909,0.872458909489779,2.54e-06,2.43e-11
"GSM363320","Control",7.6965,6.251,-0.663188636363635,0.631481057631225,-0.511840909090909,0.701326958776049,2.54e-06,2.43e-11
"GSM363321","Control",7.9845,6.113,-0.375188636363635,0.77100459513146,-0.649840909090909,0.637350592611066,2.54e-06,2.43e-11
"GSM363322","Control",8.5355,6.8,0.175811363636363,1.12959950665646,0.0371590909090909,1.02609128968933,2.54e-06,2.43e-11
"GSM363323","Control",8.1515,6.726,-0.208188636363635,0.86562337547128,-0.036840909090909,0.974787118069445,2.54e-06,2.43e-11
"GSM363324","Control",7.808,6.867,-0.551688636363636,0.682221139082569,0.104159090909091,1.07486769565199,2.54e-06,2.43e-11
"GSM363325","Control",7.9525,6.613,-0.407188636363635,0.754091432358136,-0.149840909090909,0.901349852057099,2.54e-06,2.43e-11
"GSM363338","Control",8.2685,6.993,-0.0911886363636363,0.938748995265079,0.230159090909091,1.1729642888783,2.54e-06,2.43e-11
"GSM363340","Control",8.314,6.821,-0.0456886363636357,0.968827259765035,0.0581590909090908,1.04113640102063,2.54e-06,2.43e-11
"GSM363342","Control",7.7835,7.038,-0.576188636363636,0.670733406460819,0.275159090909091,1.21012752675692,2.54e-06,2.43e-11
"GSM363345","Control",8.198,7.097,-0.161688636363635,0.893978080626538,0.334159090909091,1.26064239926099,2.54e-06,2.43e-11
"GSM363347","Control",9.0195,6.978,0.659811363636365,1.57987603706316,0.215159090909091,1.16083191622574,2.54e-06,2.43e-11
"GSM363349","Control",8.3085,6.582,-0.0511886363636354,0.965140821791519,-0.180840909090909,0.88218864178785,2.54e-06,2.43e-11
"GSM363351","Control",8.189,7.003,-0.170688636363636,0.88841851437144,0.240159090909091,1.18112290070433,2.54e-06,2.43e-11
"GSM363353","Control",8.6655,7.102,0.305811363636364,1.23611362508141,0.339159090909091,1.26501903263164,2.54e-06,2.43e-11
"GSM363356","Control",8.0255,6.915,-0.334188636363635,0.79323011937992,0.152159090909091,1.11123126116505,2.54e-06,2.43e-11
"GSM363359","Control",8.8395,6.938,0.479811363636365,1.39456131168346,0.175159090909091,1.12908890643105,2.54e-06,2.43e-11
"GSM363361","Control",8.4735,6.565,0.113811363636364,1.08208314991321,-0.197840909090909,0.871854376595852,2.54e-06,2.43e-11
"GSM363363","Control",8.4765,7.236,0.116811363636364,1.08433561969465,0.473159090909091,1.3881457861523,2.54e-06,2.43e-11
"GSM363365","Control",8.317,6.772,-0.0426886363636356,0.970843975510249,0.00915909090909128,1.00636879310283,2.54e-06,2.43e-11
"GSM363367","Control",8.6615,6.993,0.301811363636364,1.23269113715327,0.230159090909091,1.1729642888783,2.54e-06,2.43e-11
"GSM363369","Control",8.906,7.188,0.546311363636365,1.46034714997562,0.425159090909091,1.34272056099844,2.54e-06,2.43e-11
"GSM363370","Control",7.22,6.258,-1.13968863636364,0.453857518994252,-0.504840909090909,0.704738087161895,2.54e-06,2.43e-11
"GSM363372","Control",8.9665,6.525,0.606811363636364,1.52288960466034,-0.237840909090909,0.848013472819009,2.54e-06,2.43e-11
"GSM363373","Control",7.7615,6.903,-0.598188636363636,0.660582824152282,0.140159090909091,1.1020266334168,2.54e-06,2.43e-11
"GSM363374","Control",8.479,6.935,0.119311363636363,1.08621625911787,0.172159090909091,1.12674347149733,2.54e-06,2.43e-11
"GSM363375","Control",8.738,6.813,0.378311363636364,1.29981956031775,0.0501590909090908,1.03537909233481,2.54e-06,2.43e-11
