"Sample","Group","CMA_score"
"GSM363166","HCC_M",-0.310231433855729
"GSM363168","HCC_M",0.288781834124948
"GSM363169","HCC_M",-0.4348136007021
"GSM363170","HCC_M",-0.01522113792591
"GSM363172","HCC_M",-0.301544129717272
"GSM363174","HCC_M",-0.0166257908489076
"GSM363178","HCC_M",0.577480702406278
"GSM363180","HCC_M",-0.265389218700634
"GSM363182","HCC_M",-0.0788031982153135
"GSM363184","HCC_M",0.344923613052302
"GSM363186","HCC_M",0.258478185492421
"GSM363188","HCC_M",0.266034483539096
"GSM363190","HCC_M",0.279014346037393
"GSM363192","HCC_M",-0.0795239696606836
"GSM363194","HCC_M",0.437807774750479
"GSM363196","HCC_M",0.439528068887381
"GSM363198","HCC_M",-0.062852087305408
"GSM363200","HCC_M",0.438073181943718
"GSM363202","HCC_M",0.162780828052867
"GSM363204","HCC_M",0.444366803250688
"GSM363205","HCC_M",-0.0192503832878243
"GSM363207","HCC_M",0.242370971104143
"GSM363211","HCC_M",0.222307155271915
"GSM363213","HCC_M",0.307590565629121
"GSM363215","HCC_M",0.213849927207514
"GSM363217","HCC_M",0.335384461899706
"GSM363218","HCC_M",0.189608482100883
"GSM363220","HCC_M",-0.0624395760326553
"GSM363222","HCC_M",0.0858824462537192
"GSM363224","HCC_M",-0.62592195963875
"GSM363226","HCC_M",0.101951320230862
"GSM363230","HCC_M",-0.524768292261424
"GSM363232","HCC_M",0.40168178973206
"GSM363235","HCC_M",0.161286411409403
"GSM363237","HCC_M",0.432851913616047
"GSM363239","HCC_M",-0.264468893847496
"GSM363241","HCC_M",-0.212976225112663
"GSM363243","HCC_M",-0.372243386660717
"GSM363245","HCC_M",0.129327624687241
"GSM363247","HCC_M",-0.00963856375569546
"GSM363251","HCC_M",-0.105072614418166
"GSM363263","HCC_M",0.2277043965904
"GSM363264","HCC_M",-0.0324824719117811
"GSM363265","HCC_M",0.0359913855642379
"GSM363266","HCC_M",-0.00371003678951868
"GSM363267","HCC_M",0.282018385703417
"GSM363268","HCC_M",0.298045360862065
"GSM363269","HCC_M",0.0111276403254793
"GSM363270","HCC_M",0.363542222197265
"GSM363271","HCC_M",0.317344414724969
"GSM363272","HCC_M",0.446261858635876
"GSM363273","HCC_M",-0.21932927830948
"GSM363274","HCC_M",0.211414322834487
"GSM363288","HCC_M",0.120332777249845
"GSM363289","HCC_M",-0.495301919958001
"GSM363291","HCC_M",-0.267622800984763
"GSM363292","HCC_M",0.338216182607478
"GSM363293","HCC_M",0.309787579048877
"GSM363294","HCC_M",0.206441609187849
"GSM363295","HCC_M",-0.275453492570447
"GSM363298","HCC_M",0.367813312882991
"GSM363309","HCC_M",0.0845774160753379
"GSM363310","HCC_M",0.069429035916873
"GSM363311","HCC_M",-0.138389378969838
"GSM363313","HCC_M",0.328979960970101
"GSM363315","HCC_M",0.268299495254604
"GSM363317","HCC_M",-0.169680566610891
"GSM363326","HCC_M",0.205646177560355
"GSM363327","HCC_M",0.0768001641623121
"GSM363328","HCC_M",-0.363896862797685
"GSM363329","HCC_M",0.306606304076027
"GSM363330","HCC_M",0.0337260118763833
"GSM363332","HCC_M",-0.092391611458544
"GSM363333","HCC_M",0.041161170936497
"GSM363335","HCC_M",0.174304956452771
"GSM363336","HCC_M",0.649326028067068
"GSM363341","HCC_M",-0.174796172744678
"GSM363346","HCC_M",0.285796976327994
"GSM363348","HCC_M",0.579677606583245
"GSM363350","HCC_M",0.162190795581491
"GSM363352","HCC_M",0.108328161193429
"GSM363354","HCC_M",0.440445327103049
"GSM363355","HCC_M",0.319772198986187
"GSM363358","HCC_M",0.301958421102388
"GSM363360","HCC_M",0.178693144532437
"GSM363362","HCC_M",0.112685461163499
"GSM363364","HCC_M",-0.177418484052009
"GSM363366","HCC_M",-0.133857001872456
"GSM363368","HCC_M",0.0584625681683159
"GSM363376","HCC_M",0.30380687595172
"GSM363378","HCC_M",0.0405601122856927
"GSM363384","HCC_M",0.228186610079056
"GSM363386","HCC_M",-0.0198065518274659
"GSM363391","HCC_M",0.308680986160972
"GSM363393","HCC_M",0.0642948852143101
"GSM363400","HCC_M",-0.568756168753034
"GSM363404","HCC_M",-0.235053754459365
"GSM712542","HCC_M",-0.00348878972286806
